53,97.64705882353086
52,97.64705882353086
51,97.64705882353086
50,97.64705882353086
49,97.64705882353086
48,97.64705882353086
47,97.64705882353086
46,97.64705882353086
45,97.64705882353086
44,97.64705882353086
43,97.64705882353086
42,97.64705882353086
41,97.64705882353086
40,97.64705882353086
39,97.64705882353086
38,97.64705882353086
37,97.64705882353086
36,97.65117647058968
35,97.66000000000143
34,97.84058823529544
33,97.68823529411907
32,97.72588235294258
31,97.70882352941318
30,97.68823529411907
29,97.78941176470724
28,97.74882352941316
27,97.74647058823669
26,97.79352941176607
25,97.90000000000128
24,97.73058823529553
23,97.88647058823659
22,97.79705882353078
21,97.85882352941309
20,98.01647058823653
19,98.43470588235398
18,98.37647058823634
17,98.53117647058924
16,98.25705882353051
15,97.92352941176597
14,98.31000000000107
13,98.68000000000089
12,98.92705882353016
11,99.07882352941243
10,99.07117647058888
9,99.33588235294165
8,99.45470588235334
7,99.09705882353008
6,98.72470588235383
5,98.28823529411868
4,98.53588235294212
3,97.38705882353108
2,97.50176470588382
1,95.74882352941312
