28,1.112
40,1.194
15,1.694
49,3.0
17,4.0
26,5.0
52,6.0
3,7.0
34,8.0
29,9.0
31,10.0
30,11.0
53,12.0
19,13.0
20,14.0
44,15.0
6,16.0
10,17.0
38,18.0
1,19.0
32,20.0
39,21.0
43,22.0
36,23.0
18,24.0
33,25.96
25,26.48
2,26.52
41,28.28
42,28.48
50,29.28
5,31.0
54,32.0
14,33.0
16,34.0
35,35.0
13,36.0
4,37.0
47,38.0
21,39.0
27,40.0
9,41.0
37,42.0
8,43.0
12,44.0
48,45.0
45,46.0
23,47.0
46,48.0
24,49.0
11,50.0
51,51.0
22,52.0
7,53.0
